,property_type,operation_type,created_on,lat,lon,l2,bathrooms,price,surface,rooms_bedrooms,month,year
114562,Apartamento,Venta,2020-09-15,11.024,-74.814,Atlántico,2.0,230000000.0,72.0,3.0,9,2020
114609,Apartamento,Venta,2020-09-15,3.41,-76.554,Valle del Cauca,2.0,560000000.0,100.0,3.0,9,2020
114655,Apartamento,Venta,2020-09-15,6.151,-75.606,Antioquia,2.0,360000000.0,84.0,3.0,9,2020
114656,Apartamento,Venta,2020-09-15,6.255,-75.584,Antioquia,2.0,330000000.0,83.0,2.0,9,2020
114658,Apartamento,Venta,2020-09-15,4.727,-74.038,Cundinamarca,2.0,350000000.0,70.0,3.0,9,2020
114659,Apartamento,Venta,2020-09-15,4.724,-74.033,Cundinamarca,2.0,340000000.0,76.0,2.0,9,2020
114703,Apartamento,Venta,2020-09-15,4.671,-74.084,Cundinamarca,2.0,550000000.0,82.0,3.0,9,2020
114704,Apartamento,Venta,2020-09-15,4.7,-74.061,Cundinamarca,2.0,430000000.0,109.0,3.0,9,2020
114706,Casa,Venta,2020-09-15,4.6490086,-74.1727241,Cundinamarca,2.0,135000000.0,,4.0,9,2020
114713,Casa,Venta,2020-09-15,4.664771,-74.12768,Cundinamarca,2.0,900000000.0,,4.0,9,2020
114714,Apartamento,Venta,2020-09-15,4.695314,-74.035651,Cundinamarca,2.0,810000000.0,,3.0,9,2020
114715,Apartamento,Venta,2020-09-15,4.681528,-74.163642,Cundinamarca,2.0,147000000.0,,3.0,9,2020
114717,Apartamento,Venta,2020-09-15,4.697013,-74.067968,Cundinamarca,2.0,585000000.0,,3.0,9,2020
114720,Casa,Venta,2020-09-15,3.676,-76.582,Valle del Cauca,2.0,210000000.0,2600.0,3.0,9,2020
114724,Apartamento,Venta,2020-09-15,7.931,-72.497,Norte de Santander,2.0,180000000.0,70.0,3.0,9,2020
114726,Apartamento,Venta,2020-09-15,7.91,-72.493,Norte de Santander,2.0,160000000.0,69.0,3.0,9,2020
114729,Apartamento,Venta,2020-09-15,4.728,-74.052,Cundinamarca,2.0,262000000.0,43.0,2.0,9,2020
114730,Apartamento,Venta,2020-09-15,11.008,-74.794,Atlántico,2.0,210000000.0,65.0,3.0,9,2020
114778,Apartamento,Venta,2020-09-15,4.8564108,-74.0517223,Cundinamarca,2.0,340000000.0,,3.0,9,2020
114782,Apartamento,Venta,2020-09-15,6.1987765,-75.5559363,Antioquia,2.0,850000000.0,,3.0,9,2020
114783,Apartamento,Venta,2020-09-15,6.2167353,-75.5666974,Antioquia,2.0,535000000.0,,3.0,9,2020
114785,Apartamento,Venta,2020-09-15,6.2182496,-75.5710727,Antioquia,2.0,287000000.0,,3.0,9,2020
114787,Apartamento,Venta,2020-09-15,6.2015721,-75.6004322,Antioquia,2.0,200000000.0,,3.0,9,2020
114889,Casa,Venta,2020-09-15,7.85,-73.083,Norte de Santander,3.0,175000000.0,65.0,3.0,9,2020
114903,Casa,Venta,2020-09-15,3.544,-76.296,Valle del Cauca,3.0,290000000.0,77.0,6.0,9,2020
114911,Casa,Venta,2020-09-15,4.519,-74.118,Cundinamarca,3.0,199900000.0,176.0,5.0,9,2020
114921,Casa,Venta,2020-09-15,7.912,-72.471,Norte de Santander,3.0,130000000.0,120.0,4.0,9,2020
114947,Apartamento,Venta,2020-09-15,4.6907048934,-74.0460090482,Cundinamarca,3.0,650000000.0,,2.0,9,2020
114961,Apartamento,Venta,2020-09-15,11.001,-74.789,Atlántico,3.0,350000000.0,89.0,3.0,9,2020
115094,Apartamento,Venta,2020-09-15,4.68,-74.054,Cundinamarca,3.0,750000000.0,92.0,2.0,9,2020
115133,Casa,Venta,2020-09-15,7.892,-72.501,Norte de Santander,3.0,255000000.0,102.0,3.0,9,2020
115135,Casa,Venta,2020-09-15,4.815,-75.708,Risaralda,3.0,130000000.0,102.0,7.0,9,2020
115138,Apartamento,Venta,2020-09-15,3.455,-76.533,Valle del Cauca,3.0,805000000.0,222.0,3.0,9,2020
115140,Apartamento,Venta,2020-09-15,6.213,-75.56,Antioquia,3.0,650000000.0,168.0,3.0,9,2020
115141,Apartamento,Venta,2020-09-15,6.201,-75.553,Antioquia,3.0,815000000.0,152.0,3.0,9,2020
115142,Apartamento,Venta,2020-09-15,4.631,-74.075,Cundinamarca,3.0,1020000000.0,178.0,3.0,9,2020
115144,Apartamento,Venta,2020-09-15,4.72,-74.027,Cundinamarca,3.0,595000000.0,123.0,2.0,9,2020
115146,Apartamento,Venta,2020-09-15,4.694,-74.059,Cundinamarca,3.0,830000000.0,157.0,2.0,9,2020
115169,Apartamento,Venta,2020-09-15,10.953,-74.759,Atlántico,3.0,580000000.0,139.0,3.0,9,2020
115176,Apartamento,Venta,2020-09-15,4.723,-74.048,Cundinamarca,3.0,510000000.0,101.0,3.0,9,2020
115177,Apartamento,Venta,2020-09-15,4.662,-74.052,Cundinamarca,3.0,1680000000.0,195.0,2.0,9,2020
115195,Apartamento,Venta,2020-09-15,4.689,-74.055,Cundinamarca,3.0,700000000.0,127.0,2.0,9,2020
115206,Apartamento,Venta,2020-09-15,4.66797,-74.046022,Cundinamarca,3.0,950000000.0,,2.0,9,2020
115207,Apartamento,Venta,2020-09-15,4.692064,-74.0458,Cundinamarca,3.0,780000000.0,,3.0,9,2020
115209,Casa,Venta,2020-09-15,4.555,-75.668,Quindío,3.0,290000000.0,156.0,4.0,9,2020
115212,Apartamento,Venta,2020-09-15,3.36,-76.53,Valle del Cauca,3.0,480000000.0,130.0,3.0,9,2020
115215,Apartamento,Venta,2020-09-15,4.701,-74.052,Cundinamarca,3.0,740000000.0,117.0,3.0,9,2020
115287,Apartamento,Venta,2020-09-15,6.1845524,-75.5819615,Antioquia,3.0,360000000.0,,3.0,9,2020
115288,Casa,Venta,2020-09-15,7.892,-72.488,Norte de Santander,4.0,550000000.0,285.0,4.0,9,2020
115290,Casa,Venta,2020-09-15,6.0675309797,-75.3737444136,Antioquia,4.0,980000000.0,,4.0,9,2020
115301,Casa,Venta,2020-09-15,3.2522792,-76.5933833,Valle del Cauca,4.0,500000000.0,,3.0,9,2020
115318,Apartamento,Venta,2020-09-15,3.431,-76.552,Valle del Cauca,4.0,580000000.0,139.0,3.0,9,2020
115414,Casa,Venta,2020-09-15,4.83,-75.675,Risaralda,4.0,250000000.0,66.0,4.0,9,2020
115415,Casa,Venta,2020-09-15,3.399,-76.53,Valle del Cauca,4.0,450000000.0,226.0,4.0,9,2020
115421,Apartamento,Venta,2020-09-15,3.452,-76.551,Valle del Cauca,4.0,1260000000.0,197.0,3.0,9,2020
115423,Apartamento,Venta,2020-09-15,3.453,-76.544,Valle del Cauca,4.0,1200000000.0,189.0,3.0,9,2020
115424,Apartamento,Venta,2020-09-15,3.474,-76.528,Valle del Cauca,4.0,730000000.0,240.0,4.0,9,2020
115425,Apartamento,Venta,2020-09-15,3.342,-76.542,Valle del Cauca,4.0,630000000.0,133.0,3.0,9,2020
115427,Apartamento,Venta,2020-09-15,6.19,-75.556,Antioquia,4.0,1650000000.0,281.0,3.0,9,2020
115434,Apartamento,Venta,2020-09-15,4.745,-74.066,Cundinamarca,4.0,625000000.0,134.0,4.0,9,2020
115441,Casa,Venta,2020-09-15,4.772312,-74.070644,Cundinamarca,4.0,1250000000.0,,3.0,9,2020
115442,Apartamento,Venta,2020-09-15,4.661403,-74.048739,Cundinamarca,4.0,1600000000.0,,3.0,9,2020
115444,Casa,Venta,2020-09-15,7.917,-72.487,Norte de Santander,4.0,270000000.0,150.0,4.0,9,2020
115445,Casa,Venta,2020-09-15,7.861,-72.492,Norte de Santander,4.0,275000000.0,90.0,3.0,9,2020
115446,Apartamento,Venta,2020-09-15,10.945,-74.786,Atlántico,4.0,1350000000.0,205.0,3.0,9,2020
115447,Apartamento,Venta,2020-09-15,11.003,-74.813,Atlántico,4.0,450000000.0,206.0,3.0,9,2020
115455,Casa,Venta,2020-09-15,4.6839974,-74.0959224,Cundinamarca,4.0,500000000.0,,5.0,9,2020
115456,Casa,Venta,2020-09-15,4.6055237317,-74.1208396847,Cundinamarca,4.0,700000000.0,,7.0,9,2020
115457,Apartamento,Venta,2020-09-15,6.2107554,-75.5606404,Antioquia,4.0,1050000000.0,,3.0,9,2020
115459,Apartamento,Venta,2020-09-15,4.7052871,-74.0685053,Cundinamarca,4.0,820000000.0,,3.0,9,2020
115537,Casa,Venta,2020-09-15,3.455,-76.533,Valle del Cauca,5.0,1350000000.0,1060.0,4.0,9,2020
115538,Casa,Venta,2020-09-15,3.269,-76.534,Valle del Cauca,5.0,1050000000.0,25.0,4.0,9,2020
115542,Apartamento,Venta,2020-09-15,3.453,-76.544,Valle del Cauca,5.0,1320000000.0,230.0,3.0,9,2020
115576,Casa,Venta,2020-09-15,3.334,-76.534,Valle del Cauca,6.0,850000000.0,700.0,4.0,9,2020
115596,Casa,Venta,2020-09-15,4.716997,-74.0568337,Cundinamarca,6.0,1200000000.0,,3.0,9,2020
115656,Casa,Venta,2021-08-07,4.206,-74.643,Tolima,3.0,690000000.0,,4.0,8,2021
115657,Casa,Venta,2021-08-07,4.7424543033,-75.9246985368,Valle del Cauca,2.0,168000000.0,,3.0,8,2021
115662,Casa,Venta,2021-08-07,2.197525207,-75.6331494818,Huila,2.0,130000000.0,,3.0,8,2021
115663,Casa,Venta,2021-08-07,2.9240608,-75.316203,Huila,3.0,600000000.0,,4.0,8,2021
115664,Casa,Venta,2021-08-07,2.9240608,-75.316203,Huila,3.0,600000000.0,,4.0,8,2021
115665,Casa,Venta,2021-08-07,4.8087174,-75.690601,Risaralda,2.0,150000000.0,,4.0,8,2021
115666,Casa,Venta,2021-08-07,4.8087174,-75.690601,Risaralda,2.0,270000000.0,,5.0,8,2021
115667,Casa,Venta,2021-08-07,4.8087174,-75.690601,Risaralda,2.0,260000000.0,,4.0,8,2021
115668,Casa,Venta,2021-08-07,4.8087174,-75.690601,Risaralda,2.0,170000000.0,,3.0,8,2021
115669,Casa,Venta,2021-08-07,4.8087174,-75.690601,Risaralda,2.0,160000000.0,,4.0,8,2021
115670,Casa,Venta,2021-08-07,4.8087174,-75.690601,Risaralda,2.0,180000000.0,,5.0,8,2021
115671,Casa,Venta,2021-08-07,6.146,-75.562,Antioquia,5.0,1200000000.0,,4.0,8,2021
115672,Casa,Venta,2021-08-07,6.1706251799,-75.5598139109,Antioquia,5.0,1180000000.0,,3.0,8,2021
115673,Casa,Venta,2021-08-07,3.271,-76.58,Valle del Cauca,4.0,1100000000.0,,3.0,8,2021
115676,Casa,Venta,2021-08-07,7.0839261,-73.1150443,Santander,3.0,400000000.0,,4.0,8,2021
115677,Casa,Venta,2021-08-07,7.0839261,-73.1150443,Santander,4.0,398000000.0,,5.0,8,2021
115678,Casa,Venta,2021-08-07,6.1500039475,-75.6330968263,Antioquia,4.0,920000000.0,,4.0,8,2021
115708,Apartamento,Venta,2021-08-07,3.4208709,-76.5293139,Valle del Cauca,2.0,177000000.0,,3.0,8,2021
115715,Apartamento,Venta,2021-08-07,4.7110973,-74.2295035,Cundinamarca,2.0,159000000.0,,3.0,8,2021
115716,Apartamento,Venta,2021-08-07,2.4689963041,-76.58856114,Cauca,2.0,229990000.0,,3.0,8,2021
115717,Apartamento,Venta,2021-08-07,2.4785146321,-76.5905996189,Cauca,2.0,234990000.0,,3.0,8,2021
115720,Apartamento,Venta,2021-08-07,10.3949594,-75.5621942,Bolívar,2.0,450000000.0,,2.0,8,2021
115722,Apartamento,Venta,2021-08-07,5.055725479,-75.4806889594,Caldas,2.0,230000000.0,,3.0,8,2021
115723,Apartamento,Venta,2021-08-07,6.1731064,-75.3378851,Antioquia,2.0,170000000.0,,3.0,8,2021
115729,Apartamento,Venta,2021-08-07,7.0711742,-73.1067025,Santander,2.0,198000000.0,,3.0,8,2021
115739,Apartamento,Venta,2021-08-07,11.0076259602,-74.8139029863,Atlántico,2.0,250000000.0,,1.0,8,2021
115740,Apartamento,Venta,2021-08-07,11.0176333137,-74.8269428521,Atlántico,2.0,350000000.0,,1.0,8,2021
115742,Casa,Venta,2021-08-07,11.0143320818,-74.8433067041,Atlántico,2.0,365000000.0,,2.0,8,2021
115744,Apartamento,Venta,2021-08-07,5.0618788788,-75.4925376177,Caldas,3.0,400000000.0,,2.0,8,2021
115745,Apartamento,Venta,2021-08-07,1.2248541241,-77.2889226484,Nariño,1.0,130000000.0,,2.0,8,2021
115747,Apartamento,Venta,2021-08-07,11.2066078584,-74.2241910668,Magdalena,2.0,390000000.0,,2.0,8,2021
115748,Apartamento,Venta,2021-08-07,3.344915849,-76.5160632133,Valle del Cauca,2.0,139500000.0,,2.0,8,2021
115749,Apartamento,Venta,2021-08-07,3.369635505,-76.5106880665,Valle del Cauca,2.0,175000000.0,,2.0,8,2021
115750,Apartamento,Venta,2021-08-07,3.3708972,-76.5105582,Valle del Cauca,2.0,180000000.0,,2.0,8,2021
115751,Apartamento,Venta,2021-08-07,3.4722025,-76.5198344,Valle del Cauca,2.0,240000000.0,,2.0,8,2021
115752,Apartamento,Venta,2021-08-07,3.3460297464,-76.5180802345,Valle del Cauca,2.0,278500000.0,,2.0,8,2021
115753,Apartamento,Venta,2021-08-07,6.3435536,-75.5679348,Antioquia,2.0,150000000.0,,2.0,8,2021
115754,Apartamento,Venta,2021-08-07,6.1724352,-75.6093254,Antioquia,2.0,455000000.0,,2.0,8,2021
115755,Apartamento,Venta,2021-08-07,5.0629743,-75.5027698,Huila,2.0,355000000.0,,2.0,8,2021
115756,Apartamento,Venta,2021-08-07,6.1541233885,-75.6092405319,Antioquia,2.0,390000000.0,,2.0,8,2021
115757,Apartamento,Venta,2021-08-07,10.4028229,-75.5566735,Bolívar,2.0,780000000.0,,2.0,8,2021
115758,Apartamento,Venta,2021-08-07,4.8112558732,-74.3478780985,Cundinamarca,2.0,135000000.0,,2.0,8,2021
115759,Apartamento,Venta,2021-08-07,11.0143320818,-74.8433067041,Atlántico,2.0,365000000.0,,2.0,8,2021
115760,Casa,Venta,2021-08-07,4.1585992,-73.6554274,Meta,3.0,290000000.0,,3.0,8,2021
115761,Casa,Venta,2021-08-07,5.1880558162,-74.8889279366,Tolima,3.0,240000000.0,,3.0,8,2021
115762,Casa,Venta,2021-08-07,5.1969028372,-74.8928546906,Tolima,3.0,850000000.0,,3.0,8,2021
115763,Casa,Venta,2021-08-07,3.4320018,-76.556845,Valle del Cauca,4.0,1400000000.0,,3.0,8,2021
115764,Casa,Venta,2021-08-07,3.3659586,-76.5111591,Valle del Cauca,3.0,300000000.0,,3.0,8,2021
115765,Casa,Venta,2021-08-07,6.1501125788,-75.5450820923,Antioquia,4.0,1850000000.0,,3.0,8,2021
115766,Casa,Venta,2021-08-07,11.0236747,-74.8609472,Atlántico,3.0,660000000.0,,3.0,8,2021
115767,Casa,Venta,2021-08-07,11.013258368,-74.8062239373,Atlántico,2.0,600000000.0,,3.0,8,2021
115770,Apartamento,Venta,2021-08-07,4.5495154915,-75.6707929898,Quindío,1.0,169000000.0,,3.0,8,2021
115771,Apartamento,Venta,2021-08-07,5.0633189495,-75.4959708452,Caldas,3.0,420000000.0,,3.0,8,2021
115773,Apartamento,Venta,2021-08-07,5.0460592629,-75.4846586039,Caldas,2.0,340000000.0,,3.0,8,2021
115774,Apartamento,Venta,2021-08-07,5.0458562055,-75.5111682415,Caldas,2.0,220000000.0,,3.0,8,2021
115775,Apartamento,Venta,2021-08-07,3.3510372,-76.5431658,Valle del Cauca,5.0,629000000.0,,3.0,8,2021
115776,Apartamento,Venta,2021-08-07,3.3998808845,-76.5213418007,Valle del Cauca,1.0,159000000.0,,3.0,8,2021
115777,Apartamento,Venta,2021-08-07,3.4878562,-76.5264134,Valle del Cauca,2.0,175000000.0,,3.0,8,2021
115780,Apartamento,Venta,2021-08-07,3.40243475,-76.5295871582,Valle del Cauca,2.0,270000000.0,,3.0,8,2021
115781,Apartamento,Venta,2021-08-07,3.479955,-76.5291133,Valle del Cauca,3.0,585000000.0,,3.0,8,2021
115782,Apartamento,Venta,2021-08-07,3.4208096,-76.5273094,Valle del Cauca,2.0,165000000.0,,3.0,8,2021
115783,Apartamento,Venta,2021-08-07,6.182199,-75.5797703,Antioquia,2.0,600000000.0,,3.0,8,2021
115784,Apartamento,Venta,2021-08-07,6.177846282,-75.570230484,Antioquia,5.0,750000000.0,,3.0,8,2021
115785,Apartamento,Venta,2021-08-07,6.1723896,-75.5728661,Antioquia,2.0,320000000.0,,3.0,8,2021
115786,Apartamento,Venta,2021-08-07,6.1673343125,-75.5697208643,Antioquia,3.0,420000000.0,,3.0,8,2021
115787,Apartamento,Venta,2021-08-07,6.1626892,-75.5933937,Antioquia,2.0,375000000.0,,3.0,8,2021
115788,Apartamento,Venta,2021-08-07,6.172896989,-75.5688786507,Antioquia,3.0,760000000.0,,3.0,8,2021
115789,Apartamento,Venta,2021-08-07,6.1593421,-75.5767159,Antioquia,4.0,690000000.0,,3.0,8,2021
115790,Apartamento,Venta,2021-08-07,6.1599475425,-75.5759811401,Antioquia,4.0,620000000.0,,3.0,8,2021
115791,Apartamento,Venta,2021-08-07,3.3562312,-76.518905,Norte de Santander,2.0,273000000.0,,3.0,8,2021
115792,Apartamento,Venta,2021-08-07,6.1984178,-75.5527588,Cundinamarca,5.0,1190000000.0,,3.0,8,2021
115793,Apartamento,Venta,2021-08-07,7.1132318498,-73.1256222725,Santander,2.0,175000000.0,,3.0,8,2021
115794,Apartamento,Venta,2021-08-07,6.1327386,-75.6349533,Antioquia,2.0,195000000.0,,3.0,8,2021
115795,Apartamento,Venta,2021-08-07,10.9874245,-74.8141510587,Atlántico,2.0,275000000.0,,3.0,8,2021
115796,Apartamento,Venta,2021-08-07,11.0174309675,-74.8231494427,Atlántico,2.0,300000000.0,,3.0,8,2021
115797,Apartamento,Venta,2021-08-07,11.0082884,-74.8375038,Atlántico,2.0,240000000.0,,3.0,8,2021
115798,Apartamento,Venta,2021-08-07,11.0063908,-74.8162979,Atlántico,4.0,800000000.0,,3.0,8,2021
115799,Apartamento,Venta,2021-08-07,10.9484953,-74.8352009,Atlántico,2.0,244000000.0,,3.0,8,2021
115800,Apartamento,Venta,2021-08-07,7.0612884772,-73.1062808633,Santander,2.0,295000000.0,,3.0,8,2021
115801,Casa,Venta,2021-08-07,3.4155198,-76.5434535,Valle del Cauca,3.0,400000000.0,,4.0,8,2021
115802,Casa,Venta,2021-08-07,3.4154061,-76.5269645,Valle del Cauca,3.0,240000000.0,,4.0,8,2021
115803,Casa,Venta,2021-08-07,5.5446422,-73.3575572,Boyacá,4.0,460000000.0,,4.0,8,2021
115804,Apartamento,Venta,2021-08-07,3.4172654,-76.5350947,Valle del Cauca,2.0,165000000.0,,4.0,8,2021
115805,Casa,Venta,2021-08-07,3.4892412,-76.5358173,Valle del Cauca,3.0,538000000.0,,5.0,8,2021
115807,Casa,Venta,2021-08-07,2.4592646,-76.6006529,Cauca,5.0,920000000.0,,6.0,8,2021
115809,Casa,Venta,2021-08-07,10.9958361665,-74.8128053121,Atlántico,6.0,600000009.0,,7.0,8,2021
115810,Apartamento,Venta,2021-08-07,3.3693011,-76.5219692,Valle del Cauca,2.0,264000000.0,,3.0,8,2021
115811,Casa,Venta,2021-08-07,3.3856691,-76.5152532,Valle del Cauca,2.0,412000000.0,,3.0,8,2021
115813,Apartamento,Venta,2021-08-07,3.3856691,-76.5152532,Valle del Cauca,4.0,380000000.0,,4.0,8,2021
115814,Apartamento,Venta,2021-08-07,3.3856691,-76.5152532,Valle del Cauca,2.0,165000000.0,,3.0,8,2021
115815,Apartamento,Venta,2021-08-07,3.3856691,-76.5152532,Valle del Cauca,2.0,360000000.0,,3.0,8,2021
115818,Casa,Venta,2021-08-07,6.2078949,-75.6019933,Antioquia,3.0,410000000.0,,3.0,8,2021
115819,Apartamento,Venta,2021-08-07,6.20306,-75.6036005,Antioquia,2.0,217000000.0,,3.0,8,2021
115820,Apartamento,Venta,2021-08-07,6.2206211,-75.6050321,Antioquia,2.0,530000000.0,,3.0,8,2021
115821,Apartamento,Venta,2021-08-07,6.20306,-75.6036005,Antioquia,2.0,188000000.0,,3.0,8,2021
115822,Apartamento,Venta,2021-08-07,6.20306,-75.6036005,Antioquia,2.0,235000000.0,,3.0,8,2021
115823,Apartamento,Venta,2021-08-07,6.2214492562,-75.6039619446,Antioquia,2.0,270000000.0,,3.0,8,2021
115824,Apartamento,Venta,2021-08-07,6.2857437,-75.553007,Antioquia,1.0,130000000.0,,2.0,8,2021
115825,Casa,Venta,2021-08-07,10.993889243,-74.7977371084,Santander,3.0,480000000.0,,3.0,8,2021
115826,Casa,Venta,2021-08-07,6.1971117,-75.5901187,Antioquia,2.0,260000000.0,,4.0,8,2021
115828,Apartamento,Venta,2021-08-07,3.4835232,-76.5235328,Valle del Cauca,3.0,410000000.0,,3.0,8,2021
115830,Apartamento,Venta,2021-08-07,6.2465982521,-75.596473217,Antioquia,4.0,520000000.0,,4.0,8,2021
115832,Apartamento,Venta,2021-08-07,6.1946477,-75.5731547,Antioquia,2.0,600000000.0,,1.0,8,2021
115833,Apartamento,Venta,2021-08-07,6.1968681,-75.5638472,Antioquia,4.0,420000000.0,,2.0,8,2021
115834,Apartamento,Venta,2021-08-07,6.2068584471,-75.5673122406,Antioquia,4.0,870000000.0,,2.0,8,2021
115835,Apartamento,Venta,2021-08-07,6.2114073593,-75.5529938455,Antioquia,3.0,840000000.0,,2.0,8,2021
115836,Apartamento,Venta,2021-08-07,6.1957657487,-75.5660676956,Antioquia,4.0,830000000.0,,2.0,8,2021
115837,Casa,Venta,2021-08-07,6.1922129,-75.559775,Antioquia,4.0,639000000.0,,3.0,8,2021
115838,Casa,Venta,2021-08-07,6.1811737,-75.5697812,Antioquia,6.0,980000000.0,,3.0,8,2021
115839,Apartamento,Venta,2021-08-07,6.1813005,-75.5701711,Antioquia,3.0,700000000.0,,3.0,8,2021
115840,Apartamento,Venta,2021-08-07,6.1880477,-75.5799499,Antioquia,3.0,830000000.0,,3.0,8,2021
115841,Apartamento,Venta,2021-08-07,6.1873354,-75.5786975,Antioquia,5.0,1300000000.0,,3.0,8,2021
115842,Apartamento,Venta,2021-08-07,6.1989442573,-75.558257103,Antioquia,5.0,1300000000.0,,3.0,8,2021
115843,Apartamento,Venta,2021-08-07,6.2028053728,-75.555768013,Antioquia,5.0,950000000.0,,3.0,8,2021
115844,Apartamento,Venta,2021-08-07,6.2025493881,-75.5554246902,Antioquia,5.0,1500000000.0,,3.0,8,2021
115845,Apartamento,Venta,2021-08-07,6.1813005,-75.5701711,Antioquia,5.0,950000000.0,,3.0,8,2021
115846,Apartamento,Venta,2021-08-07,6.2088991,-75.5607018,Antioquia,3.0,680000000.0,,3.0,8,2021
115847,Apartamento,Venta,2021-08-07,6.2029760292,-75.5569267273,Antioquia,3.0,750000000.0,,3.0,8,2021
115848,Apartamento,Venta,2021-08-07,6.190121,-75.564838,Antioquia,3.0,564000000.0,,3.0,8,2021
115849,Apartamento,Venta,2021-08-07,6.2086285,-75.5597426,Antioquia,3.0,620000000.0,,3.0,8,2021
115850,Apartamento,Venta,2021-08-07,6.1782396,-75.5674111,Antioquia,3.0,545000000.0,,3.0,8,2021
115853,Casa,Venta,2021-08-07,6.2146445286,-75.5548667908,Antioquia,6.0,1900000000.0,,4.0,8,2021
115855,Apartamento,Venta,2021-08-07,6.1973449,-75.56954,Antioquia,6.0,1300000000.0,,4.0,8,2021
115857,Apartamento,Venta,2021-08-07,6.20620875,-75.5690031599,Antioquia,4.0,880000000.0,,4.0,8,2021
115858,Apartamento,Venta,2021-08-07,6.1810626,-75.5734276,Antioquia,5.0,900000000.0,,4.0,8,2021
115862,Apartamento,Venta,2021-08-07,4.696,-74.054,Cundinamarca,2.0,790000000.0,,2.0,8,2021
115863,Apartamento,Venta,2021-08-07,4.712,-74.05,Cundinamarca,2.0,480000000.0,,3.0,8,2021
115865,Apartamento,Venta,2021-08-07,4.7181312136,-74.0323523912,Cundinamarca,1.0,230000000.0,,1.0,8,2021
115867,Apartamento,Venta,2021-08-07,4.7068446517,-74.0294194221,Cundinamarca,2.0,290000000.0,,2.0,8,2021
115868,Apartamento,Venta,2021-08-07,4.714827,-74.035081,Cundinamarca,1.0,215000000.0,,2.0,8,2021
115869,Apartamento,Venta,2021-08-07,4.6967463102,-74.0391797647,Cundinamarca,2.0,350000000.0,,2.0,8,2021
115870,Apartamento,Venta,2021-08-07,5.0581808,-75.4826493,Cundinamarca,2.0,350000000.0,,3.0,8,2021
115871,Casa,Venta,2021-08-07,4.702646,-74.061583,Cundinamarca,3.0,770000000.0,,4.0,8,2021
115872,Apartamento,Venta,2021-08-07,4.6871796,-74.0340719,Cundinamarca,5.0,1900000000.0,,4.0,8,2021
115873,Apartamento,Venta,2021-08-07,4.6906570704,-74.0486939234,Cundinamarca,5.0,1100000000.0,,4.0,8,2021
115874,Apartamento,Venta,2021-08-07,4.6871796,-74.0340719,Cundinamarca,5.0,1900000000.0,,4.0,8,2021
115875,Apartamento,Venta,2021-08-07,4.6892081,-74.0372957,Cundinamarca,4.0,1800000000.0,,5.0,8,2021
115877,Apartamento,Venta,2021-08-07,4.6101763914,-74.0658116341,Cundinamarca,1.0,300000000.0,,1.0,8,2021
115878,Apartamento,Venta,2021-08-07,4.6092546569,-74.0684230415,Cundinamarca,2.0,442000000.0,,2.0,8,2021
115879,Apartamento,Venta,2021-08-07,4.6092546569,-74.0684230415,Cundinamarca,2.0,442000000.0,,2.0,8,2021
115880,Apartamento,Venta,2021-08-07,4.6316462,-74.1080962,Cundinamarca,2.0,230000000.0,,3.0,8,2021
115881,Casa,Venta,2021-08-07,6.2374897,-75.56141,Antioquia,2.0,238000000.0,,3.0,8,2021
115882,Apartamento,Venta,2021-08-07,6.2176949346,-75.561196804,Antioquia,3.0,710000000.0,,3.0,8,2021
115883,Apartamento,Venta,2021-08-07,6.2152631438,-75.5578923225,Antioquia,2.0,470000000.0,,3.0,8,2021
115884,Casa,Venta,2021-08-07,6.2383433712,-75.555832386,Antioquia,3.0,350000000.0,,4.0,8,2021
115886,Casa,Venta,2021-08-07,3.336,-76.534,Valle del Cauca,6.0,2000000000.0,,5.0,8,2021
115887,Apartamento,Venta,2021-08-07,3.365,-76.53,Valle del Cauca,3.0,780000000.0,,2.0,8,2021
115891,Apartamento,Venta,2021-08-07,4.681,-74.051,Cundinamarca,3.0,725000000.0,,3.0,8,2021
115892,Apartamento,Venta,2021-08-07,4.669,-74.041,Cundinamarca,4.0,1650000000.0,,3.0,8,2021
115893,Apartamento,Venta,2021-08-07,4.658,-74.05,Cundinamarca,5.0,1650000000.0,,3.0,8,2021
115896,Apartamento,Venta,2021-08-07,4.674,-74.056,Cundinamarca,3.0,710000000.0,,2.0,8,2021
115898,Apartamento,Venta,2021-08-07,4.7109886,-74.072092,Cundinamarca,2.0,355000000.0,,2.0,8,2021
115899,Apartamento,Venta,2021-08-07,4.6823447009,-74.0558361744,Cundinamarca,4.0,850000000.0,,3.0,8,2021
115900,Apartamento,Venta,2021-08-07,4.6380865,-74.060922,Cundinamarca,3.0,600000000.0,,3.0,8,2021
115901,Apartamento,Venta,2021-08-07,4.6610370741,-74.0525790551,Cundinamarca,5.0,1300000000.0,,4.0,8,2021
115908,Apartamento,Venta,2021-08-07,4.7233111439,-74.1359138489,Cundinamarca,2.0,275000000.0,,3.0,8,2021
115909,Apartamento,Venta,2021-08-07,4.6819089366,-74.1642701626,Cundinamarca,2.0,160000000.0,,3.0,8,2021
115911,Apartamento,Venta,2021-08-07,3.441,-76.546,Valle del Cauca,2.0,250000000.0,,2.0,8,2021
115912,Casa,Venta,2021-08-07,4.755,-74.049,Cundinamarca,3.0,460000000.0,,3.0,8,2021
