,property_type,operation_type,created_on,lat,lon,l2,bathrooms,price,surface,rooms_bedrooms,month,year
86248,Casa,Venta,2021-08-06,11.0047249286,-74.806895256,Atlántico,1.0,150000000.0,,3.0,8,2021
86285,Apartamento,Venta,2021-08-06,2.4559571097,-76.5978423416,Cauca,1.0,135000000.0,,1.0,8,2021
86287,Apartamento,Venta,2021-08-06,4.8046446254,-75.6825900143,Risaralda,1.0,324400000.0,,1.0,8,2021
86292,Apartamento,Venta,2021-08-06,3.372,-76.551,Valle del Cauca,1.0,135000000.0,,3.0,8,2021
86294,Apartamento,Venta,2021-08-06,3.482,-76.524,Valle del Cauca,1.0,195000000.0,,2.0,8,2021
86295,Apartamento,Venta,2021-08-06,3.3968948,-76.5285913,Valle del Cauca,1.0,142000000.0,,3.0,8,2021
86296,Apartamento,Venta,2021-08-06,3.487,-76.533,Valle del Cauca,1.0,160000000.0,,2.0,8,2021
86300,Apartamento,Venta,2021-08-06,3.482,-76.524,Valle del Cauca,1.0,195000000.0,,2.0,8,2021
86301,Apartamento,Venta,2021-08-06,3.348,-76.537,Valle del Cauca,1.0,120000000.0,,2.0,8,2021
86307,Apartamento,Venta,2021-08-06,3.40890995,-76.5645605122,Valle del Cauca,1.0,158000000.0,,3.0,8,2021
86311,Apartamento,Venta,2021-08-06,6.3136687,-75.5614969,Antioquia,1.0,130000000.0,,2.0,8,2021
86312,Apartamento,Venta,2021-08-06,4.8648639341,-74.0344619751,Cundinamarca,1.0,158000000.0,,2.0,8,2021
86329,Apartamento,Venta,2021-08-06,6.1508592744,-75.621342659,Antioquia,1.0,270000000.0,,1.0,8,2021
86334,Apartamento,Venta,2021-08-06,4.6404174,-74.1554869,Antioquia,1.0,135000000.0,,2.0,8,2021
86338,Apartamento,Venta,2021-08-06,6.262,-75.603,Antioquia,1.0,175000000.0,,1.0,8,2021
86344,Apartamento,Venta,2021-08-06,6.2480275,-75.6005239,Antioquia,1.0,300000000.0,,4.0,8,2021
86350,Apartamento,Venta,2021-08-06,6.2546927,-75.596267,Antioquia,1.0,205000000.0,,1.0,8,2021
86351,Apartamento,Venta,2021-08-06,6.2026874,-75.6021939,Antioquia,1.0,215000000.0,,2.0,8,2021
86358,Apartamento,Venta,2021-08-06,7.1062831,-73.1204633,Santander,1.0,140000000.0,,1.0,8,2021
86359,Apartamento,Venta,2021-08-06,7.1272184,-73.1111573,Santander,1.0,195000000.0,,1.0,8,2021
86364,Apartamento,Venta,2021-08-06,10.984109,-74.7849072,Atlántico,1.0,150000000.0,,2.0,8,2021
86365,Apartamento,Venta,2021-08-06,11.0076463,-74.8135489,Atlántico,1.0,320000000.0,,1.0,8,2021
86367,Apartamento,Venta,2021-08-06,10.9895996,-74.7849072,Atlántico,1.0,150000000.0,,3.0,8,2021
86369,Apartamento,Venta,2021-08-06,7.0650975904,-73.1132189065,Santander,1.0,195000000.0,,1.0,8,2021
86396,Apartamento,Venta,2021-08-06,4.614,-74.204,Cundinamarca,1.0,140000000.0,,3.0,8,2021
86398,Casa,Venta,2021-08-06,4.7370555,-74.0559535,Cundinamarca,1.0,255000000.0,,3.0,8,2021
86404,Apartamento,Venta,2021-08-06,4.7069622709,-74.1060769558,Cundinamarca,1.0,240000000.0,,3.0,8,2021
86407,Apartamento,Venta,2021-08-06,4.6486507,-74.1598288,Cundinamarca,1.0,122500000.0,,2.0,8,2021
86408,Apartamento,Venta,2021-08-06,4.6361326,-74.151396,Cundinamarca,1.0,138000000.0,,2.0,8,2021
86409,Apartamento,Venta,2021-08-06,4.621,-74.153,Cundinamarca,1.0,250000000.0,,3.0,8,2021
86410,Apartamento,Venta,2021-08-06,4.627,-74.155,Cundinamarca,1.0,160000000.0,,3.0,8,2021
86411,Apartamento,Venta,2021-08-06,4.642,-74.142,Cundinamarca,1.0,240000000.0,,3.0,8,2021
86412,Apartamento,Venta,2021-08-06,4.6199389,-74.1325549,Cundinamarca,1.0,190000000.0,,2.0,8,2021
86421,Apartamento,Venta,2021-08-06,4.613,-74.066,Cundinamarca,1.0,210000000.0,,1.0,8,2021
86423,Apartamento,Venta,2021-08-06,4.6018279,-74.0699211,Cundinamarca,1.0,190000000.0,,2.0,8,2021
86443,Apartamento,Venta,2021-08-06,4.689,-74.056,Cundinamarca,1.0,370000000.0,,1.0,8,2021
86445,Apartamento,Venta,2021-08-06,4.727,-74.035,Cundinamarca,1.0,315000000.0,,1.0,8,2021
86447,Apartamento,Venta,2021-08-06,4.727,-74.035,Cundinamarca,1.0,315000000.0,,1.0,8,2021
86448,Apartamento,Venta,2021-08-06,4.699,-74.048,Cundinamarca,1.0,335000000.0,,1.0,8,2021
86453,Apartamento,Venta,2021-08-06,4.696,-74.048,Cundinamarca,1.0,310000000.0,,1.0,8,2021
86454,Apartamento,Venta,2021-08-06,4.727,-74.038,Cundinamarca,1.0,240000000.0,,2.0,8,2021
86457,Apartamento,Venta,2021-08-06,10.9796918,-74.8427433,Cundinamarca,1.0,360000000.0,,1.0,8,2021
86458,Apartamento,Venta,2021-08-06,4.72,-74.044,Cundinamarca,1.0,350000000.0,,1.0,8,2021
86459,Apartamento,Venta,2021-08-06,4.705,-74.026,Cundinamarca,1.0,364708200.0,,1.0,8,2021
86484,Apartamento,Venta,2021-08-06,4.6282321,-74.0605533,Cundinamarca,1.0,400000000.0,,1.0,8,2021
86485,Apartamento,Venta,2021-08-06,4.643,-74.063,Cundinamarca,1.0,255000000.0,,1.0,8,2021
86488,Apartamento,Venta,2021-08-06,4.6282321,-74.0605533,Cundinamarca,1.0,400000000.0,,1.0,8,2021
86489,Apartamento,Venta,2021-08-06,4.643,-74.063,Cundinamarca,1.0,255000000.0,,1.0,8,2021
86490,Apartamento,Venta,2021-08-06,4.641,-74.064,Cundinamarca,1.0,210000000.0,,1.0,8,2021
86491,Apartamento,Venta,2021-08-06,4.6282321,-74.0605533,Cundinamarca,1.0,400000000.0,,1.0,8,2021
86493,Apartamento,Venta,2021-08-06,4.6282321,-74.0605533,Cundinamarca,1.0,400000000.0,,1.0,8,2021
86496,Apartamento,Venta,2021-08-06,4.644,-74.057,Cundinamarca,1.0,580000000.0,,1.0,8,2021
86498,Apartamento,Venta,2021-08-06,4.657,-74.06,Cundinamarca,1.0,235000000.0,,1.0,8,2021
86499,Apartamento,Venta,2021-08-06,4.6282321,-74.0605533,Cundinamarca,1.0,400000000.0,,1.0,8,2021
86502,Apartamento,Venta,2021-08-06,4.674,-74.052,Cundinamarca,1.0,530000000.0,,2.0,8,2021
86508,Apartamento,Venta,2021-08-06,4.62,-74.081,Cundinamarca,1.0,220000000.0,,1.0,8,2021
86516,Casa,Venta,2021-08-06,4.5772805058,-74.4968318939,Cundinamarca,2.0,220000000.0,,2.0,8,2021
86517,Casa,Venta,2021-08-06,4.8143198,-75.702732,Risaralda,2.0,203000000.0,,3.0,8,2021
86518,Casa,Venta,2021-08-06,4.8055713,-75.7300008,Risaralda,2.0,182000000.0,,3.0,8,2021
86519,Casa,Venta,2021-08-06,11.2270930416,-74.2019712925,Magdalena,2.0,260000000.0,,3.0,8,2021
86520,Casa,Venta,2021-08-06,8.7558921,-75.887029,Córdoba,2.0,165000000.0,,3.0,8,2021
86521,Casa,Venta,2021-08-06,5.0421668,-75.4753574,Caldas,2.0,390000000.0,,3.0,8,2021
86523,Casa,Venta,2021-08-06,11.2326885,-74.1322456,Magdalena,2.0,140000000.0,,3.0,8,2021
86526,Casa,Venta,2021-08-06,3.3851316,-76.5220875,Valle del Cauca,2.0,375000000.0,,5.0,8,2021
86527,Casa,Venta,2021-08-06,3.43,-76.524,Valle del Cauca,2.0,319000000.0,,3.0,8,2021
86529,Casa,Venta,2021-08-06,5.5446422,-73.3575572,Boyacá,2.0,300000000.0,,2.0,8,2021
86530,Casa,Venta,2021-08-06,7.881,-72.5,Norte de Santander,2.0,300000000.0,,4.0,8,2021
86532,Casa,Venta,2021-08-06,4.435,-75.197,Tolima,2.0,189000000.0,,3.0,8,2021
86533,Casa,Venta,2021-08-06,4.449,-75.185,Tolima,2.0,176000000.0,,3.0,8,2021
86534,Casa,Venta,2021-08-06,4.8087174,-75.690601,Risaralda,2.0,250000000.0,,5.0,8,2021
86535,Casa,Venta,2021-08-06,6.1672865,-75.5836963,Antioquia,2.0,440000000.0,,3.0,8,2021
86536,Casa,Venta,2021-08-06,3.6507829,-76.569995,Valle del Cauca,2.0,170000000.0,,3.0,8,2021
86538,Casa,Venta,2021-08-06,6.243010483,-75.605502506,Antioquia,2.0,680000000.0,,4.0,8,2021
86540,Casa,Venta,2021-08-06,6.2788628,-75.5944324,Antioquia,2.0,190000000.0,,3.0,8,2021
86541,Casa,Venta,2021-08-06,6.1833089,-75.6480652,Antioquia,2.0,150000000.0,,3.0,8,2021
86543,Casa,Venta,2021-08-06,7.0974965,-73.1143067,Santander,2.0,420000000.0,,4.0,8,2021
86545,Casa,Venta,2021-08-06,10.980657,-74.8176108,Atlántico,2.0,360000000.0,,3.0,8,2021
86547,Casa,Venta,2021-08-06,10.9517784,-74.7992643,Atlántico,2.0,400000000.0,,4.0,8,2021
86551,Casa,Venta,2021-08-06,4.6680157,-74.0511145,Santander,2.0,160000000.0,,3.0,8,2021
86552,Casa,Venta,2021-08-06,4.1474310602,-73.6177871749,Meta,2.0,138000000.0,,3.0,8,2021
86553,Casa,Venta,2021-08-06,11.00264,-74.94821,Atlántico,2.0,350000000.0,,3.0,8,2021
86572,Apartamento,Venta,2021-08-06,11.1391188267,-74.2261809111,Magdalena,2.0,400000000.0,,2.0,8,2021
86573,Apartamento,Venta,2021-08-06,11.2427486623,-74.1953448316,Magdalena,2.0,230000000.0,,3.0,8,2021
86575,Apartamento,Venta,2021-08-06,4.8044426821,-75.6826353152,Risaralda,2.0,443736000.0,,2.0,8,2021
86576,Apartamento,Venta,2021-08-06,4.8142613,-75.6946776,Risaralda,2.0,168000000.0,,3.0,8,2021
86577,Apartamento,Venta,2021-08-06,4.8652060199,-75.613489151,Risaralda,2.0,180000000.0,,3.0,8,2021
86578,Apartamento,Venta,2021-08-06,5.0458027693,-75.4798722267,Caldas,2.0,230000000.0,,3.0,8,2021
86579,Apartamento,Venta,2021-08-06,11.2089790782,-74.2241451068,Magdalena,2.0,550000000.0,,2.0,8,2021
86580,Apartamento,Venta,2021-08-06,1.2333179251,-77.2856447998,Nariño,2.0,570000000.0,,3.0,8,2021
86582,Apartamento,Venta,2021-08-06,4.8069711,-75.7470094338,Risaralda,2.0,210000000.0,,3.0,8,2021
86584,Apartamento,Venta,2021-08-06,4.5499017623,-74.5355200768,Cundinamarca,2.0,380000000.0,,3.0,8,2021
86586,Apartamento,Venta,2021-08-06,5.054459391,-75.4879885912,Caldas,2.0,220000000.0,,3.0,8,2021
86587,Apartamento,Venta,2021-08-06,4.8123208,-75.7189228565,Risaralda,2.0,180000000.0,,4.0,8,2021
86588,Apartamento,Venta,2021-08-06,5.0457279584,-75.4799151421,Caldas,2.0,230000000.0,,3.0,8,2021
86589,Apartamento,Venta,2021-08-06,11.1840367431,-74.236407826,Magdalena,2.0,600000000.0,,2.0,8,2021
86590,Apartamento,Venta,2021-08-06,4.7988726,-75.7421906,Risaralda,2.0,227000000.0,,3.0,8,2021
86591,Apartamento,Venta,2021-08-06,3.4270386,-76.5307591,Valle del Cauca,2.0,187000000.0,,4.0,8,2021
86593,Apartamento,Venta,2021-08-06,3.461,-76.528,Valle del Cauca,2.0,250000000.0,,3.0,8,2021
86594,Apartamento,Venta,2021-08-06,3.364,-76.523,Valle del Cauca,2.0,320000000.0,,2.0,8,2021
86596,Apartamento,Venta,2021-08-06,3.3655441667,-76.5218353271,Valle del Cauca,2.0,165000000.0,,2.0,8,2021
86597,Apartamento,Venta,2021-08-06,3.383111,-76.5098817,Valle del Cauca,2.0,150000000.0,,3.0,8,2021
86598,Apartamento,Venta,2021-08-06,3.488,-76.504,Valle del Cauca,2.0,150000000.0,,3.0,8,2021
86599,Apartamento,Venta,2021-08-06,3.381,-76.527,Valle del Cauca,2.0,375000000.0,,2.0,8,2021
86600,Apartamento,Venta,2021-08-06,3.3719294742,-76.5200438523,Valle del Cauca,2.0,160000000.0,,2.0,8,2021
86604,Apartamento,Venta,2021-08-06,3.3769606,-76.5169712,Valle del Cauca,2.0,175000000.0,,2.0,8,2021
86606,Apartamento,Venta,2021-08-06,3.4524011,-76.5477026,Valle del Cauca,2.0,240000000.0,,1.0,8,2021
86607,Apartamento,Venta,2021-08-06,3.3695069815,-76.5228867531,Valle del Cauca,2.0,278000000.0,,2.0,8,2021
86609,Apartamento,Venta,2021-08-06,3.4843053,-76.5106981,Valle del Cauca,2.0,162000000.0,,4.0,8,2021
86610,Apartamento,Venta,2021-08-06,3.4830815,-76.4931778,Valle del Cauca,2.0,175000000.0,,2.0,8,2021
86611,Apartamento,Venta,2021-08-06,3.3829082,-76.518832,Valle del Cauca,2.0,175000000.0,,2.0,8,2021
86612,Apartamento,Venta,2021-08-06,3.4767223,-76.5213648,Valle del Cauca,2.0,285000000.0,,3.0,8,2021
86613,Apartamento,Venta,2021-08-06,3.383111,-76.5098817,Valle del Cauca,2.0,145000000.0,,3.0,8,2021
86615,Apartamento,Venta,2021-08-06,3.488,-76.515,Valle del Cauca,2.0,279000000.0,,2.0,8,2021
86616,Apartamento,Venta,2021-08-06,3.383238,-76.5184741,Valle del Cauca,2.0,230000000.0,,3.0,8,2021
86617,Apartamento,Venta,2021-08-06,3.4320018,-76.556845,Valle del Cauca,2.0,334000000.0,,3.0,8,2021
86622,Apartamento,Venta,2021-08-06,3.4835232,-76.5235328,Valle del Cauca,2.0,350000000.0,,3.0,8,2021
86623,Apartamento,Venta,2021-08-06,3.376096,-76.5237135,Valle del Cauca,2.0,280000000.0,,3.0,8,2021
86629,Apartamento,Venta,2021-08-06,3.3658895,-76.5950555,Valle del Cauca,2.0,165000000.0,,3.0,8,2021
86631,Apartamento,Venta,2021-08-06,3.3982259,-76.5358173,Valle del Cauca,2.0,250000000.0,,3.0,8,2021
86633,Apartamento,Venta,2021-08-06,3.373,-76.518,Valle del Cauca,2.0,290000000.0,,2.0,8,2021
86634,Apartamento,Venta,2021-08-06,3.461,-76.528,Valle del Cauca,2.0,250000000.0,,3.0,8,2021
86636,Apartamento,Venta,2021-08-06,3.3795702,-76.516944,Valle del Cauca,2.0,180000000.0,,3.0,8,2021
86637,Apartamento,Venta,2021-08-06,3.376,-76.523,Valle del Cauca,2.0,215000000.0,,3.0,8,2021
86638,Apartamento,Venta,2021-08-06,10.991384,-74.8200069,Valle del Cauca,2.0,180000000.0,,1.0,8,2021
86640,Apartamento,Venta,2021-08-06,3.4061828,-76.5336495,Valle del Cauca,2.0,180000000.0,,2.0,8,2021
86643,Apartamento,Venta,2021-08-06,3.3690317756,-76.5188593778,Valle del Cauca,2.0,225000000.0,,3.0,8,2021
86644,Apartamento,Venta,2021-08-06,3.37085,-76.52066,Valle del Cauca,2.0,144000000.0,,2.0,8,2021
86646,Apartamento,Venta,2021-08-06,6.3325197,-75.5389297,Antioquia,2.0,170000000.0,,3.0,8,2021
86653,Apartamento,Venta,2021-08-06,6.3168127857,-75.5546307564,Antioquia,2.0,198000000.0,,3.0,8,2021
86654,Apartamento,Venta,2021-08-06,6.3164012,-75.570259,Antioquia,2.0,215000000.0,,3.0,8,2021
86656,Apartamento,Venta,2021-08-06,6.3240853768,-75.5478930473,Antioquia,2.0,178000000.0,,3.0,8,2021
86657,Apartamento,Venta,2021-08-06,4.716,-74.221,Cundinamarca,2.0,245000000.0,,3.0,8,2021
86662,Apartamento,Venta,2021-08-06,6.1949415,-75.5970633,Antioquia,2.0,210000000.0,,2.0,8,2021
86663,Apartamento,Venta,2021-08-06,6.165,-75.631,Antioquia,2.0,258000000.0,,3.0,8,2021
86664,Apartamento,Venta,2021-08-06,6.1936120605,-75.600836294,Antioquia,2.0,220000000.0,,3.0,8,2021
86665,Apartamento,Venta,2021-08-06,6.1948888,-75.599825,Antioquia,2.0,196000000.0,,3.0,8,2021
86666,Apartamento,Venta,2021-08-06,6.1865537,-75.597189,Antioquia,2.0,230000000.0,,2.0,8,2021
86667,Apartamento,Venta,2021-08-06,6.1948888,-75.599825,Antioquia,2.0,180000000.0,,3.0,8,2021
86669,Apartamento,Venta,2021-08-06,6.1747633,-75.6101099,Antioquia,2.0,275000000.0,,3.0,8,2021
86670,Apartamento,Venta,2021-08-06,6.1758975,-75.6088868,Antioquia,2.0,289000000.0,,3.0,8,2021
86673,Apartamento,Venta,2021-08-06,4.559,-75.657,Quindío,2.0,330000000.0,,3.0,8,2021
86674,Apartamento,Venta,2021-08-06,4.6663469,-74.0451134,Cundinamarca,2.0,550000000.0,,1.0,8,2021
86675,Apartamento,Venta,2021-08-06,4.924742333,-74.0121889114,Cundinamarca,2.0,250000000.0,,2.0,8,2021
86676,Apartamento,Venta,2021-08-06,4.919338906,-74.022424221,Cundinamarca,2.0,330000000.0,,3.0,8,2021
86680,Apartamento,Venta,2021-08-06,4.454,-75.195,Tolima,2.0,365000000.0,,3.0,8,2021
86682,Apartamento,Venta,2021-08-06,4.441,-75.187,Tolima,2.0,159000000.0,,3.0,8,2021
86685,Apartamento,Venta,2021-08-06,4.8457908,-75.6604703,Risaralda,2.0,118000000.0,,3.0,8,2021
86686,Apartamento,Venta,2021-08-06,4.57,-74.527,Cundinamarca,2.0,520000000.0,,2.0,8,2021
86687,Apartamento,Venta,2021-08-06,6.1538565,-75.5764296,Antioquia,2.0,320000000.0,,2.0,8,2021
86688,Apartamento,Venta,2021-08-06,6.1701876581,-75.5907440186,Antioquia,2.0,345000000.0,,3.0,8,2021
86689,Apartamento,Venta,2021-08-06,6.1574728182,-75.5891132355,Antioquia,2.0,500000000.0,,3.0,8,2021
86691,Apartamento,Venta,2021-08-06,6.160069,-75.579704,Antioquia,2.0,278000000.0,,3.0,8,2021
86692,Apartamento,Venta,2021-08-06,6.1722901,-75.5701166,Antioquia,2.0,445000000.0,,2.0,8,2021
86694,Apartamento,Venta,2021-08-06,6.164448951,-75.5968594551,Antioquia,2.0,250000000.0,,3.0,8,2021
86695,Apartamento,Venta,2021-08-06,6.1672865,-75.5836963,Antioquia,2.0,300000000.0,,2.0,8,2021
86696,Apartamento,Venta,2021-08-06,6.1623155868,-75.5851221085,Antioquia,2.0,389000000.0,,3.0,8,2021
86697,Apartamento,Venta,2021-08-06,6.1672865,-75.5836963,Antioquia,2.0,360000000.0,,3.0,8,2021
86698,Apartamento,Venta,2021-08-06,6.1693546334,-75.5663210539,Antioquia,2.0,379000000.0,,2.0,8,2021
86699,Apartamento,Venta,2021-08-06,6.1792558,-75.5839262,Antioquia,2.0,400000000.0,,3.0,8,2021
86700,Apartamento,Venta,2021-08-06,6.1684193614,-75.5707760248,Antioquia,2.0,490000000.0,,2.0,8,2021
86701,Apartamento,Venta,2021-08-06,6.164448951,-75.5968594551,Antioquia,2.0,250000000.0,,3.0,8,2021
86702,Apartamento,Venta,2021-08-06,6.1555043,-75.5895265,Antioquia,2.0,350000000.0,,3.0,8,2021
86703,Apartamento,Venta,2021-08-06,6.1830088573,-75.5807447433,Antioquia,2.0,650000000.0,,4.0,8,2021
86705,Apartamento,Venta,2021-08-06,6.1651928,-75.5902541,Antioquia,2.0,330000000.0,,3.0,8,2021
86707,Apartamento,Venta,2021-08-06,6.164448951,-75.5968594551,Antioquia,2.0,250000000.0,,3.0,8,2021
86711,Apartamento,Venta,2021-08-06,6.1570674743,-75.5783200264,Antioquia,2.0,360000000.0,,3.0,8,2021
86714,Apartamento,Venta,2021-08-06,6.1701348,-75.587415,Antioquia,2.0,330000000.0,,3.0,8,2021
86715,Apartamento,Venta,2021-08-06,6.1796384439,-75.5864643397,Antioquia,2.0,455000000.0,,3.0,8,2021
86718,Apartamento,Venta,2021-08-06,6.1616542421,-75.5855298042,Antioquia,2.0,255000000.0,,3.0,8,2021
86719,Apartamento,Venta,2021-08-06,6.1644916182,-75.5883622169,Antioquia,2.0,290000000.0,,3.0,8,2021
86720,Apartamento,Venta,2021-08-06,6.1726836564,-75.5746722221,Antioquia,2.0,375000000.0,,3.0,8,2021
86721,Apartamento,Venta,2021-08-06,3.2637241,-76.5470539,Valle del Cauca,2.0,135000000.0,,2.0,8,2021
86722,Apartamento,Venta,2021-08-06,3.2243953,-76.5112896,Valle del Cauca,2.0,170000000.0,,2.0,8,2021
86723,Apartamento,Venta,2021-08-06,3.2637241,-76.5470539,Valle del Cauca,2.0,180000000.0,,2.0,8,2021
86725,Apartamento,Venta,2021-08-06,6.1260491,-75.3888327,Antioquia,2.0,450000000.0,,3.0,8,2021
86728,Apartamento,Venta,2021-08-06,6.1541233885,-75.6074595451,Antioquia,2.0,325000000.0,,3.0,8,2021
86731,Apartamento,Venta,2021-08-06,6.1482565023,-75.6191325188,Antioquia,2.0,365000000.0,,2.0,8,2021
86733,Apartamento,Venta,2021-08-06,6.1449805,-75.6106678,Antioquia,2.0,257000000.0,,3.0,8,2021
86734,Apartamento,Venta,2021-08-06,6.1464217537,-75.6218791008,Antioquia,2.0,350000000.0,,3.0,8,2021
86737,Apartamento,Venta,2021-08-06,3.354429496,-76.5017852308,Norte de Santander,2.0,175000000.0,,3.0,8,2021
86740,Apartamento,Venta,2021-08-06,10.395992,-75.5536364,Bolívar,2.0,951676637.0,,2.0,8,2021
86741,Apartamento,Venta,2021-08-06,10.5095327383,-75.4699426889,Bolívar,2.0,390000000.0,,2.0,8,2021
86744,Apartamento,Venta,2021-08-06,10.3956677,-75.5204878,Bolívar,2.0,263642300.0,,1.0,8,2021
86745,Apartamento,Venta,2021-08-06,10.3949594,-75.5621942,Bolívar,2.0,450000000.0,,2.0,8,2021
86748,Apartamento,Venta,2021-08-06,10.464,-75.502,Bolívar,2.0,680000000.0,,2.0,8,2021
86749,Apartamento,Venta,2021-08-06,10.4448012,-75.5195774,Bolívar,2.0,530000000.0,,3.0,8,2021
86754,Apartamento,Venta,2021-08-06,10.443191,-75.5213365,Bolívar,2.0,380000000.0,,2.0,8,2021
86757,Apartamento,Venta,2021-08-06,6.2560360751,-75.5781936821,Antioquia,2.0,480000000.0,,3.0,8,2021
86760,Apartamento,Venta,2021-08-06,6.2119112,-75.5591245,Antioquia,2.0,1100000000.0,,2.0,8,2021
86765,Apartamento,Venta,2021-08-06,6.242943,-75.5976167,Antioquia,2.0,660000000.0,,3.0,8,2021
86767,Apartamento,Venta,2021-08-06,6.1908241,-75.563847,Antioquia,2.0,631000000.0,,3.0,8,2021
86768,Apartamento,Venta,2021-08-06,6.248389992,-75.5940699577,Antioquia,2.0,430000000.0,,3.0,8,2021
86770,Apartamento,Venta,2021-08-06,6.2012784,-75.6008952,Antioquia,2.0,198000000.0,,3.0,8,2021
86771,Apartamento,Venta,2021-08-06,6.1927152157,-75.5770111084,Antioquia,2.0,460000000.0,,2.0,8,2021
86773,Apartamento,Venta,2021-08-06,6.2048626,-75.5757706,Antioquia,2.0,520000000.0,,3.0,8,2021
86774,Apartamento,Venta,2021-08-06,6.20306,-75.6036005,Antioquia,2.0,230000000.0,,2.0,8,2021
86776,Apartamento,Venta,2021-08-06,6.2684053,-75.5905301,Antioquia,2.0,335000000.0,,2.0,8,2021
86777,Apartamento,Venta,2021-08-06,6.2043462,-75.5779631,Antioquia,2.0,450000000.0,,3.0,8,2021
86778,Apartamento,Venta,2021-08-06,6.2001835,-75.5753186,Antioquia,2.0,635000000.0,,3.0,8,2021
86781,Apartamento,Venta,2021-08-06,6.2186012,-75.60309,Antioquia,2.0,350000000.0,,3.0,8,2021
86783,Apartamento,Venta,2021-08-06,6.2122980504,-75.5853152275,Antioquia,2.0,310000000.0,,3.0,8,2021
86784,Apartamento,Venta,2021-08-06,6.209,-75.566,Antioquia,2.0,600000000.0,,3.0,8,2021
86785,Apartamento,Venta,2021-08-06,6.204002,-75.5636672,Antioquia,2.0,850000000.0,,1.0,8,2021
86787,Apartamento,Venta,2021-08-06,6.1815155556,-75.564994812,Antioquia,2.0,370000000.0,,2.0,8,2021
86789,Apartamento,Venta,2021-08-06,6.2118914,-75.6074347,Antioquia,2.0,334600000.0,,3.0,8,2021
86791,Apartamento,Venta,2021-08-06,6.193,-75.57,Antioquia,2.0,645000000.0,,3.0,8,2021
86795,Apartamento,Venta,2021-08-06,6.2118838,-75.6035028,Antioquia,2.0,340000000.0,,3.0,8,2021
86797,Apartamento,Venta,2021-08-06,6.2428933,-75.6036767,Antioquia,2.0,560000000.0,,3.0,8,2021
86798,Apartamento,Venta,2021-08-06,6.2118914,-75.6074347,Antioquia,2.0,334600000.0,,3.0,8,2021
86799,Apartamento,Venta,2021-08-06,6.2542131044,-75.5606389046,Antioquia,2.0,300000000.0,,3.0,8,2021
86800,Apartamento,Venta,2021-08-06,6.2245471123,-75.5663598487,Antioquia,2.0,370000000.0,,3.0,8,2021
86801,Apartamento,Venta,2021-08-06,6.2280404,-75.5909243,Antioquia,2.0,330000000.0,,3.0,8,2021
86802,Apartamento,Venta,2021-08-06,6.1992409,-75.5596055,Antioquia,2.0,460000000.0,,1.0,8,2021
86806,Apartamento,Venta,2021-08-06,6.1808969008,-75.5659389496,Antioquia,2.0,665000000.0,,2.0,8,2021
86807,Apartamento,Venta,2021-08-06,6.195659087,-75.5737066269,Antioquia,2.0,750000000.0,,2.0,8,2021
86811,Apartamento,Venta,2021-08-06,6.2620411422,-75.5940914154,Antioquia,2.0,380000000.0,,3.0,8,2021
86812,Apartamento,Venta,2021-08-06,6.2170839,-75.6038793,Antioquia,2.0,400000000.0,,3.0,8,2021
86813,Apartamento,Venta,2021-08-06,10.9872175912,-74.8023146424,Córdoba,2.0,255000000.0,,3.0,8,2021
86815,Apartamento,Venta,2021-08-06,6.1500227,-75.6145368,Magdalena,2.0,430000000.0,,3.0,8,2021
86816,Apartamento,Venta,2021-08-06,6.3555418856,-75.5042481422,Antioquia,2.0,160000000.0,,3.0,8,2021
86817,Apartamento,Venta,2021-08-06,6.3556485146,-75.5039906502,Antioquia,2.0,160000000.0,,3.0,8,2021
86819,Apartamento,Venta,2021-08-06,4.966,-73.901,Cundinamarca,2.0,201050200.0,,3.0,8,2021
86821,Apartamento,Venta,2021-08-06,4.768,-74.05,Cundinamarca,2.0,228000000.0,,3.0,8,2021
86822,Apartamento,Venta,2021-08-06,3.32834,-76.63865,Cundinamarca,2.0,495000000.0,,3.0,8,2021
86823,Apartamento,Venta,2021-08-06,4.755,-74.053,Cundinamarca,2.0,335000000.0,,3.0,8,2021
86824,Apartamento,Venta,2021-08-06,4.756,-74.081,Cundinamarca,2.0,250000000.0,,3.0,8,2021
86825,Apartamento,Venta,2021-08-06,4.728,-74.074,Cundinamarca,2.0,520000000.0,,3.0,8,2021
86826,Apartamento,Venta,2021-08-06,10.5102606084,-75.46905756,Cundinamarca,2.0,395000000.0,,2.0,8,2021
86828,Apartamento,Venta,2021-08-06,4.756,-74.081,Cundinamarca,2.0,350000000.0,,4.0,8,2021
86829,Apartamento,Venta,2021-08-06,4.727,-74.052,Cundinamarca,2.0,225000000.0,,2.0,8,2021
86831,Apartamento,Venta,2021-08-06,4.6985953,-74.0856372,Cundinamarca,2.0,265000000.0,,3.0,8,2021
86832,Apartamento,Venta,2021-08-06,4.748,-74.09,Cundinamarca,2.0,340000000.0,,3.0,8,2021
86833,Apartamento,Venta,2021-08-06,4.753,-74.083,Cundinamarca,2.0,175000000.0,,3.0,8,2021
86834,Apartamento,Venta,2021-08-06,10.5102606084,-75.46905756,Cundinamarca,2.0,450000000.0,,2.0,8,2021
86835,Apartamento,Venta,2021-08-06,10.5102606084,-75.46905756,Cundinamarca,2.0,433000000.0,,2.0,8,2021
86836,Apartamento,Venta,2021-08-06,4.727,-74.052,Cundinamarca,2.0,225000000.0,,2.0,8,2021
